,Unnamed: 0,Title,Company,Links,Ratings,Address,Salary,Job description,full-description
28,28,JAVA DEVELOPER - REMOTE,ISL,https://uk.indeed.com/company/ISL/jobs/Java-Developer-274c1c720af2f96d?fccid=a7d61cba3cde5ba3&vjs=3,,London Remote,"Up to £110,000 a year","Paired programming to solve complex problems.
If you are a Junior-Mid level Java Developer and interested, you are also welcome to apply as long as you are…","JAVA ENGINEER/DEVELOPER
Up to £110,000 + Remote + shares
The most basic expectation you’d have from a company is that they’ll treat you like an adult… How many do though?
Working with a team who trust each other and are focused on one goal can also help too.
If you’re based in the UK and would like to work from wherever you like, with a team of seriously smart developers working on high availability, low latency software then welcome to adulthood..
You’ll be working on a number of trading products and rotating between teams so you’ll get to work with everyone in the business, learn from them and share your knowledge too.
They don’t really care what experience you have as long as you understand why you’re solving a problem, can code in Java, love working on back-end and always automate boring stuff.
If you’re keen to join a truly agile company which doubled its revenue last year organically whilst working on a SaaS trading service then this could be for you.
If you’re interested in the following:
Java Back-end Development
Distributed Systems
Automation
Paired programming to solve complex problems
Working towards a common goal
Good work-life balance
If you are a Junior-Mid level Java Developer and interested, you are also welcome to apply as long as you are looking for a company where you can grow and develop in - this role up to £70,000.
If it sounds like you or someone you know get in touch.
Job Type: Full-time
Salary: Up to £110,000.00 per year
Additional pay:
Yearly bonus
Benefits:
Work from home
Schedule:
Monday to Friday
Work remotely:
Yes"
29,29,Software Engineer | Full remote or hybrid opportunities,Reqiva Ltd,https://uk.indeed.com/rc/clk?jk=16f13a6715b2d1cb&fccid=946fa3ef2e6daa21&vjs=3,,Cardiff+16 locations Remote,"£40,000 - £65,000 a year","Applying modern software development practices such as agile, automated testing, refactoring, contagious integration/ continuous delivery and pair programming.","Reqiva have partnered with an exciting innovative start – up who develop data enabled products and services that create value from shared and linked data within the agri-tech space.

The salary is ranging between £40,000-£65,000 dependant on experience levels.

Roles and Responsibilities:
Working as part of a team on many different aspects ranging from:
Architecting solutions
Building business cases and making recommendations
Applying modern software development practices such as agile, automated testing, refactoring, contagious integration/ continuous delivery and pair programming.
Essential skills:
Back-end development in Python/ JavaScript (in a Linux environment)
Knowledge of the cloud, any of Azure, AWS or Google Cloud.
Understanding of APIs, the use and knowledge of developing and using HTTP APIs
Advantageous skills:
Delivering data platforms with a variety of data stores
Azure
Containerisation and deployment technologies including at least one of Terraform, Ansible, Kubernetes or Docker
Networking
Scripting and automating Services

With this being a key role, please get your applications in as soon as possible.

Please apply directly or alternatively send me an updated copy of your CV to be considered for this role.

Email – K.lambourn@reqiva.com
Phone - +44 (0)118959552"
30,30,Graduate Software Engineer (Immediate Start),Siemens,https://uk.indeed.com/rc/clk?jk=42cfde4c01e2359d&fccid=ea6bb53f0b18b8f2&vjs=3,4.0,Poole BH17 7ER,"£28,000 a year",Working with concept boards and documentation sharing knowledge about best practices for software architecture governance.,"Are you a forward-thinking and aspiring undergraduate in your final year? Join our graduate programme and see for yourself how it differs from any other. Could this be the next exciting step on your journey to your career? If yes, start your graduate programme with us at Siemens!

This is your chance to learn about how our work impacts everyday life across the world and you could be there at the centre of that work. From learning how a line of code develops into millions of downloads, to exploring the depths and heights of our varying transport projects, build your skills and see how you can be here with us, shaping the future. Not really sure who Siemens are and what we do? Click here to find out more.

You will be working in Platform team within R&D department of our Yunex Traffic Business to align the software architecture required that enables the business roadmap in our portfolio. The platform team works as a nexus between teams providing consistent system and services to enable a Agile and DevOps culture. Responsibilities will be setting up high level principles and guidelines, reducing and automating processes and sharing the strategic vision of the systems architecture across of our portfolio.

If you are interested in how a company works with current technology market trends such as microservices, containers and high-throughput events platforms, then this is your opportunity to grow your skills on this area.

The Challenge

Begin your journey with us whilst taking part in our fantastic graduate development programme. We will create an individual training plan to help you develop the specific skills and knowledge required for your role. By the end of it, you will be set up with the best knowledge and hands-on experience to equip you for your professional career in Siemens.

Here is a taste of what you can expect from this graduate role:
Working with the Chief Architect to understand and share the architectural vision aligned with the business roadmap understanding the criticality of the architecture in software products and how to manage it.
Working with concept boards and documentation sharing knowledge about best practices for software architecture governance.
Working with other Tech leads to discuss and analyse the baseline architecture of the software project / product which will give the candidate experience on how to prioritise work items.
Working with Architects / Product Owners to see how we can deliver the required changes to the baseline architecture to the target architecture following a lean / agile approach which will help on the development of negotiation skills.
Analyse software project structure, delivering a baseline vs target architecture of the project: What technologies we rely on, how do we deliver software currently, how do we build our software and what quality gates do we use. Here you will work with other architects to identify systems / software patterns and document and track changes.
The Candidate

We are looking for innovative and inquisitive candidates that demonstrate the following:
Achieved or be on track to achieve a 2:2 or above in a Software Engineering/Computing/Software Architect related degree
You think logically, willing to self-learn and research, and take a creative approach to problem solving
You can work independently, safely and responsibly; take ownership of challenges and ideas and are looking to develop your ability to drive and lead change
You enjoy collaborating with others to find innovative solutions
What else do I need to know?

Alongside your role, the graduate development programme will teach softer skills such as communication, teamwork, commercial awareness, digitalisation and innovation. We also offer plenty of opportunity to develop your career whilst offering a competitive salary and an excellent benefits package.

We’re looking for passionate teammates with the aptitude and attitude to succeed in the world of Software Architecture.

The total rewards' package for this role includes a competitive salary of £28,000, plus an annual bonus. We know that not everyone’s lifestyle is the same, so we operate a flexible benefits scheme where you can tailor your benefits package to suit.

If we all thought the same, we would never think of anything new. That’s why we recruit great minds from all walks of life.

Siemens recognise that building a diverse workforce is essential to the success of our business. We strongly encourage applications from a diverse talent pool and welcome the opportunity to discuss flexibility requirements and workplace adjustments with all applicants to encourage agile working, flexibility and innovation.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Organization: Siemens Mobility
Company: Yunex Limited
Experience Level: not defined
Job Type: Full-time"
31,31,Human Resources Operations Manager - Software Scale Up,BlueOptima,https://uk.indeed.com/company/BlueOptima/jobs/Human-Resource-Operation-Manager-14094ea5101f2926?fccid=0a416f2dc62f7a9e&vjs=3,,London SE1,"£45,000 - £50,000 a year",BlueOptima’*s vision is to become the global reference for the optimisation of the performance of Software Engineers across all industries.,"Company Description*
BlueOptima’*s vision is to become the global reference for the optimisation of the performance of Software Engineers across all industries.
We provide* industry-leading objective metrics in software development.* We enable large organisations to deliver better software, faster and at lower cost, with technology that pushes the limits of what has been done before.
We are a global company which has consistently doubled in headcount and revenue YoY, with no external investment. We currently are located in 4 countries: London (our HQ), Mexico, India and the US. A total number of 180+ employees (and increasing every day) from 22 different nationalities and with over 25 languages spoken.
We promote an open minded environment and encourage our employees to create their own success story in this high performance environment.
Job Description*
Why is this role open?*
To support the demands of our Scale-up business, we are expanding our People team and looking for a People Operations Manager, based in our London office. This role will work with our Head of People and wider operations team to strategically tackle the challenges of a high growth international business and take our People and HR function to a new level.
What’s the roadmap for this role?
You will work closely with our Head of People, L&D and Operations teams to design and deliver People initiatives. Success over the first year will mean making an impact on our global teams and being able to start growing your own team to scale up the HR function.
Responsibilities and tasks: *
Work with the Head of People to define People Strategy, using analysis of employee feedback, engagement and satisfaction metrics.
Proactively improve, implement and automate People processes to achieve scale in our rapidly-growing organisation and an efficient self-service experience for employees
Act as a trusted advisor to managers and employees regarding People related concerns, providing advice best practices
Build documents, frameworks and Playbooks to support managers and employees through stages of the employee life cycle
Optimise and drive probation, performance and development review cycles. Design employee surveys and objective and effective feedback mechanisms.
Work with the wider People team to deliver on Wellbeing, Diversity & Inclusion and Company Values.
Maintain HRIS and reporting.
Partnering with the Finance team on Compensation & Benefits
Conduct stay and exit interviews and sharing of relevant feedback.
Qualifications*
What You Need to Succeed at BlueOptima: *
Good knowledge of HR best practices and employment law so 2-3yrs experience in HR or People Operations would be ideal. (CIPD level 5 certification, Bachelor’s Degree in HR or equivalent qualification is desirable)
Experience with HRIS, managing the employee life cycle and excellent analytical and decision-making abilities - you’ll need to be comfortable working with quantitative data, often in excel/charts along with evidence-based qualitative insights
A passion for elevating the employee experience and business performance
Highly organised to deliver scalable processes.
Tech start up/scale up experience is desirable but not essential! You must be willing to get stuck in and establish a real sense of ownership
Additional Information*
Why join our team?*
Global team with a creative, innovative and welcoming mindset.
Rapid career growth and opportunity to be an outstanding and visible contributor to the company's success. Training programs and Personal Development Plans for each employee
Freedom to create your own success story in a high performance environment.
Additional Benefits
Modern office at Elephant and Castle with top of the line equipment
International travel opportunities and Global Meetup
Work from Home Flexible Policy (2 days a week)
Work from Abroad Flexible Policy (up to 4 weeks a year)
Cycle-to-work scheme
Free office snacks, fruit and drinks
Frequent team socials and events
Remuneration
£45-£50K Base Salary + £5K Execution Bonus
Relocation
We can support candidates that need to relocate (travel expenses and initial accommodation are covered).
Visa Sponsorship
We are a licenced visa sponsor and welcome applicants through the Skilled Worker route.
Location: 63 Newington Causeway, London SE1
Job Type: Full-time"
32,32,PHP Software Engineer,Noa,https://uk.indeed.com/rc/clk?jk=3f139a68b911233f&fccid=c9be8141a4ec5350&vjs=3,,Milton Keynes MK1 Remote,"£60,000 a year","Their UK office is based in Milton Keynes and the work from home expectation is flexible to suit you.
Confident working on complex SaaS products.","PHP Software Engineer – Milton Keynes / Remote UK - £60,000 plus Bonus & Package

We are helping one of Europe’s fastest growing technology companies make a number of tech hires. Due to continued growth and demand for their products they now urgently need a PHP Software Engineer join their high performing team.

Their UK office is based in Milton Keynes and the work from home expectation is flexible to suit you. You can be fully remote within the UK if you wish.
To be a successful, the ideal candidate will have:
Strong experience PHP / Laravel
Confident working on complex SaaS products
MySQL
Understanding of Python would be a bonus
Able to build excellent relationships with other managers and stakeholders
Great personality and naturally collaborative
Friendly, willing to learn and a love of tech
What is in it for you?
Great salary – Up to £60,000 base plus bonus and package
Flexible working
Share Options
An opportunity to work with some of the brightest minds in the tech sector
Please apply with your CV and we will be in touch for a confidential chat.
Noa Recruitment specialise in helping Software and Web Professionals and technical talent find great careers. If this role doesn’t sound like you, but you know a great person who might be interested then please do share these details with them."
33,33,Java Software Engineer x4 roles (Financial Services),Lloyds Banking Group,https://uk.indeed.com/rc/clk?jk=c60a7b7358ec7985&fccid=6423597f1cdb7b53&vjs=3,3.8,London,"£68,139 - £75,710 a year","As a Java Engineer, within a feature team you'll work closely with both feature team members and the wider engineering community including solution architects,…","End Date
Sunday 02 January 2022
Salary Range
£68,139 - £75,710

Agile Working Options
Other Agile Working Arrangements / Open to Discussion
Job Description Summary
.
Job Description
Java Software Engineer x4 roles (Financial Services)
Lloyds Banking Group

London based (please only apply if able to work in the London location)
Salary & Benefits : £57,861 to £79,497 (depending on experience) base salary, plus annual personal bonus, 15% employer pension contribution (when you put in 6%), 4% flexible cash pot, private medical insurance, 30 days holiday plus bank holidays.
We also offer flexible working hours, agile working practices and regular home working. We aim to ensure you have a good work-life balance and positive mental health.
Who are Lloyds Banking Group?
Lloyds Banking Group is the UK’s leading digital franchise, with over 13 million active online customers across our three main brands - including Lloyds Bank, Halifax and Bank of Scotland - as well as the biggest mobile bank in the country. We're building the bank of the future, and we need your help.

Where does the role sit and what will I develop?
An exciting opportunity has arisen within the Digital Platform Value Stream where a lab is being mobilised for providing an Authentication platform as a central service. Developed to meet the Strong Customer Authentication regulatory commitments, the platform uses innovative technologies that is not just the bank of the future, but industry trailblazing. Authenticators such as AppSign, Call Challenge, Behavioural Biometrics, Strong ID, Card and Reader use newest technologies across desktop, mobile, cloud, machine learning, Microservices etc.
We are looking for four new mid to senior level developers to join this lab, and two more entry level developers, expanding on the team we have.

What would I focus on as a Java Engineer?
As a Java Engineer, within a feature team you'll work closely with both feature team members and the wider engineering community including solution architects, security, data, SRE, DevOps and a range of shared teams to deliver business value by delivering reliable, scalable and working software to production.
Key to this role is the ability to work autonomously, holistically and critically assess situations and solutions. The pace and scale of change taking place requires a passion for new thinking, new ideas, and continuous improvement, as well as a flexible approach when interacting with wider teams.
What do we need to see from applicants?
We like people who come from diverse backgrounds that can bring new and challenging ways of thinking to the team. As a minimum to be considered for the four middle to senior level roles we have available, we would need to see evidence of the following in your CV’s;
Has a background working as a Software Engineer to a middle or senior level, ideally having focused on Java as your main development language.
Experience of API design and architecture patterns, messaging technologies (Kafka, MQ) and Microservices
Has a deep and broad understanding of Java
Experience of a relevant testing frameworks
Experience of some relevant build tools
Experience of deployment and monitoring tools
Understanding of containers, orchestration and service mesh
If Java is your main skill but are missing 1-2 points from the bottom of the list above then please still apply as we’d like to consider your application.
What will you get in return?
On top of our team ethos we're genuine about both equal opportunity and our colleagues representing the communities we serve - developing and advancing the best in our people through personal development, training, qualifications and upskilling on the job.
The sheer scale and size of Lloyds brings great career development opportunities and we are set to continue to grow our Engineering functions across the group for many years to come.
Together we’ll make it possible…
At Lloyds Banking Group, we're driven by a clear purpose; to help Britain recover. Across the Group, our colleagues are focused on making a difference to customers, businesses and communities. With us you'll have a key role to play in shaping the financial services of the future, whilst the scale and reach of our Group means you'll have many opportunities to learn, grow and develop.
We're focused on creating a values-led culture and are committed to building a workforce which reflects the diversity of the customers and communities we serve. Together we’re building a truly inclusive workplace where all of our colleagues have the opportunity to make a real difference."
34,34,Graduate Software Engineer,G-Forces Web Management,https://uk.indeed.com/rc/clk?jk=53b6bb3149bce3e3&fccid=12aea2330238d182&vjs=3,,Maidstone,"£22,500 a year","In this exciting and varied role, you will help design, develop, and improve the company's industry leading software as well as review existing code, provide…","Experts believe that the automotive industry is set to change more in the next 10 years than in the last 100. One key element to this is ecommerce. While many sectors have embraced it, due to the complexity of data and systems in the car buying process, joining up the dots to create a truly omnichannel experience - seamlessly connecting offline and online worlds - for car buyers has not been possible. Until now.

Leading automotive industry suppliers Autofutura and GForces have recently merged to create an ambitious new group. Together they provide the innovative tools, solutions, and services to connect car manufacturer, finance provider, dealer and consumer to streamline the entire customer journey and ultimately sell more cars, improve customer retention and create substantial efficiencies for their customers. In short, the new entity is the interface between its customers and car buyers, enabling scalable online transactions across multiple territories and markets, in one of the most exciting and fast-changing industries in the world.

The Role
In this exciting and varied role, you will help design, develop, and improve the company's industry leading software as well as review existing code, provide support and be an active member of an Agile product team.

The ideal candidate will be a Graduate in Computer Science or a related field and have experience with Python and/or Typescript. They will be looking for a long-term career where they can progress technically through specialist training and support from the wider team and department.

This is a fantastic opportunity to join an expanding team, offering the ability to gain experience contributing to, and evolving commercial software ranging from CMS platforms, CRM systems, inventory management systems, and ecommerce platforms.

Key Responsibilities
Designing and developing platform improvements in line with the business vision and technical strategy.
Analyse and improve efficiency, scalability and stability of products and services.
Contribute to building a culture of support, creativity and learning within your Agile product team and the wider Development department.

Essential Skills
Degree in Computer Science or in a related field
Experience of Typescript and/or Python
Familiar with API principles (REST, GraphQL)
Looking for a long-term career where the candidate can progress technically and improve their skills

Salary
From £22,500 per annum

Location
Maidstone, Kent / Remote

Department
Production – Development

Position Reports To
Lead Software Engineer

Benefits
25 days holiday plus birthday off
Up to 5 additional days holiday for long service
GForces group pension plan
Enhanced maternity and paternity
Regular socials and company events
Flexible hours

Job Application Privacy Notice
https://www.gforces.co.uk/job-applicant-privacy-notice/

Under the Equality Act 2010, we aim to be an equal opportunities employer and we are determined to ensure that no applicant or employee receives less favourable treatment on the grounds of gender, age, disability, religion, belief, sexual orientation, marital status, or race, or is disadvantaged by conditions or requirements which cannot be shown to be justifiable."
35,35,Backend Software Engineer,Robin AI,https://uk.indeed.com/rc/clk?jk=931d414766a5c729&fccid=d3e69cb3892a9d99&vjs=3,,London,"£45,000 - £80,000 a year","You will help us build software that will allow our customers to create contracts from a library of templates, and quickly review and edit contracts sent to…","Robin was established in March 2019 by CEO Richard Robinson (a former City lawyer) and CTO James Clough (a theoretical physicist who works in Machine Learning). They have since assembled a talented and diverse team of legal, software and machine learning engineers to build the next generation of contracting tools.

Robin AI is an exciting, venture-backed technology startup whose mission is to dramatically reduce the cost and complexity of legal advice. Backed by top London based VCs, Forward Partners and Episode 1, Robin uses a combination of human and artificial intelligence to review and edit contracts and is building software to fundamentally change the legal industry forever.

Robin was established in March 2019 by CEO Richard Robinson (a former City lawyer) and CTO James Clough (a theoretical physicist who works in Machine Learning). They have since assembled a talented and diverse team of legal, software and machine learning engineers to build the next generation of contracting tools.

At Robin AI, we create groundbreaking products that are transforming legal teams. Our work is multi-disciplinary and brings together the best talent in engineering, AI and the law. Our current product uses neural networks to read and comprehend written contracts, assesses whether they adhere to our customers’ preferred positions, and then automatically amends them. But our ambitions go way beyond reviewing contracts – we want to build technology that changes the way companies all over the world do deals.

To do that, we need to build. Specifically, we want to build a new, structured way for businesses to make and agree contracts by replacing the outdated Microsoft Word workflow with a browser-based, visual contract building application that will empower anyone to create a world class contract without a lawyer. Just like Figma has democratised design tools, and WebFlow has democratised website development, we want to give business owners, HR teams, procurement teams and in-house lawyers all over the world the ability to create and negotiate any business contract by combining legal, design, software and machine learning expertise.

The Role
You will help us build software that will allow our customers to create contracts from a library of templates, and quickly review and edit contracts sent to them by counter-parties. You’ll also help us develop our machine learning service which can automatically edit contracts and explain the changes to the user in plain English. And you’ll help us build an intelligent contract repository that will help companies save thousands of hours searching for information trapped inside their contracts. We’ve already made great progress towards this product vision, but you will play a pivotal role in making it a reality.
Tech Stack
Our frontend is built using React and Apollo, and we use Python web frameworks, such as Django and Flask, to implement our back-end services, alongside various other services and libraries such as Celery and Elasticsearch. Everything runs on AWS services, including but not limited to ECS, Lambda and SQS. We use CircleCI to build and deploy, and all of our infrastructure is managed using Terraform.
Responsibilities
Develop back-end services and API’s using Django and similar Python frameworks;
Build and maintain the Infrastructure our products and components are deployed to;
Write high quality, well tested code that solves challenging problems;
Identify and prioritise tasks, taking into account company objectives and goals.
Your Skills
You enjoy working across the stack, and have experience with Python frameworks such as Django and Flask, and Cloud Infrastructure (e.g. AWS)
Have a background working in a start-up or similar size organisation and are passionate about building high quality products
Have an in-depth understanding of the entire development process (design, development and deployment)

You will enjoy working in a stimulating, diverse and intellectually challenging environment where collaboration is essential to achieving results. You should have at least two years experience working in an engineering team and be confident managing your own schedule while achieving measurable results. Experience working with Machine Learning/Data science models isn’t a pre-requisite, but it is a bonus – so let us know if you’ve worked in the space or have an interest in it.

Benefits
£45,000 - £80,000
salary
Competitive salary
Meaningful equity in the business
Flexible working, mix working from home & in our London office
Focus on continual learning and development
Personal desk plant"
36,36,Graduate Software & Data Engineering Programme,Sigma Labs XYZ,https://uk.indeed.com/company/Sigma-Labs-XYZ/jobs/Graduate-Software-Data-Engineering-Programme-9615a9d730b3c4fc?fccid=5512d3a02f85c3e1&vjs=3,,London EC2A 4EG Remote,"£40,000 a year",Starting your career in software or data opens up every industry and a huge number of high performance career options - don’t discount the benefit of a rising…,"Why technology?
Musk, Zuckerberg, Bezos vs Blankfein, Gorman and Dimon - technology has won!
Starting your career in software or data opens up every industry and a huge number of high performance career options - don’t discount the benefit of a rising tide lifting all the boats.
*
Why Sigma Labs?
There are loads of companies that look like us: FDM, Sparta, Futureproof, Digital Futures, Kubrick, Xandertalent, M3, QA, etc. all promise pretty much the same thing: 6 to 12 week technical training (free), then hopefully a 2 year job with a salary between £21k and £30k working with one of their clients (and if you leave in that period you have to pay back the cost of the training, usually £10k to £20k);
So why us?
Judge us by what we say and do: start with how many companies tell you about their competitors;
We are a start-up education b-corp that invests in people through world class training: this does not mean we’ll teach you what you want to learn, for example if you dead set on only being a ‘full stack java developer’, then we’re probably not right for you. We focus on technology consultants (primarily teaching software & data engineering but covering a large number of roles from software development to test engineers). In addition we cover high performance professional skills (based on the Bain graduate programme) that will enable you to excel longer terms. As you excel, our clients excel and we recover the cost of the training.
We have worked at and our investors come from some of the world’s most renowned companies, from BCG & McKinsey to Unilever, The Guardian and Google. We are all driven by interested in high performance;
What we offer?
The Training: a free 12 to 16 week intense programme covering software & data engineering: from JavaScript, SQL and Python to industry best practices (OOP, TDD & Agile). As important is the training in high performance personal & professional behaviour (from interviewing to problem solving);
The Role: after the training our laser focus is to find you a client and employ you on a £30,000 salary. You’ll work with our clients for 2 years helping them solve real world problems, while we continue to develop you technically & professionally. If we fail to find you a role with us, we’ll still try and help you find a role somewhere;
The Goal: at the end of the 2 years working for us, you'll join our network: >100 senior managers at some of the world's leading organisations, all committed to help Sigma Labs alumni long term. You should be able to earn £40k+ at this point.
What we're looking for?
The key is not the subject but that you do these things yourself. This is how you would honestly describe yourself:
A Problem Solver: logical, mathematical, scientific, philosophical, human….you name it;
A Good Communicator: this doesn’t mean charisma. You put effort into being understood;
Conscientious: you like doing great work for other people - a combination of ambition & niceness;
Curious: you’re interested in things - from coding to plants or languages to crypto;
Persistent: you don’t get phased by problems. You know to break them down, not give up and learn.
Eligibility Criteria: you must have…
Economic: at least one of the following: grown up in a household with income < £43k, attended a non-academically selective state school, been eligible for free school meals or local authority care;
Education:
2:2 or higher (the subject isn’t important but you’re comfortable with numbers); or if you didn’t get a 2:2 or higher but still graduated, then you received at least an A or B in one STEM subject. We need to know that you’re ok with numbers and enjoy solving problems;
Right to work in the UK: UK Passport, EU/EEA Settled Status, Indefinite Leave to Remain (unfortunately we cannot sponsor Visas).
Location: the training will be predominantly online but we will also invite you to our London office at times as face-to-face interactions are difficult to beat.
The Application Process: Apply for our March 2022 or July 2022 cohort now! We provide clear tips on how to do well on the application but you can also easily book a quick call if you’d like to find out more. Please note that applications are considered on a first-come first-serve basis.
*
Job Types: Full-time, Graduate
Schedule:
Monday to Friday
Work remotely:
Yes"
37,37,Frontend Software Engineer,La Fosse Associates,https://uk.indeed.com/rc/clk?jk=33e5ad975938bc25&fccid=eef0ccdb6f0c00eb&vjs=3,4.8,Reigate Remote,"£60,000 - £75,000 a year","React Engineer - Reigate/Manchester/Glasgow (Remote) - Up to £75k + Bonus.
We are looking for someone who can assist in a £50m digital transformation to a…","Location:
Reigate
Sector:
JavaScript Engineering
Job type:
Permanent
Job functions:
Javascript Developer
Salary:
£60000 - £75000 per annum
Contact:
Allan Gamberini
Contact email:
allan.gamberini@lafosse.com
Job ref:
115_1640183727
Published:
6 days ago
Expiry date:
2022-02-02
React Engineer - Reigate/Manchester/Glasgow (Remote) - Up to £75k + Bonus
We have an exciting new opportunity to join one of the most prolific motor and home insurance companies in the UK, who are looking for a React Engineer to join their technical team.
We are looking for someone who can assist in a £50m digital transformation to a quicker, easier, and more efficient mobile greenfield project.
We are looking for mid-senior level engineer who are looking for interesting problems to solve and the role requires a self-starter who wants to work with other talented engineers.
Who you are:
Experienced using React frontend, supported by backend APIs
Experienced using microservices and Agile framework
Able to deal with complex technical challenges, to build a great user experience
Delivery focused and enthusiastic
Salary is up to £75k + bonus, as well as benefits including 25 days of holiday with 8 flex days, staff discount, and flexible working.
The offices are based in Reigate, Manchester, and Glasgow - with the option for there to be a flexible work from home schedule.
2 stage interview process."
38,38,Software Engineer,UCAS,https://uk.indeed.com/rc/clk?jk=b2d526a47e7f801e&fccid=983a0320ebe2937a&vjs=3,3.5,Gloucestershire Remote,"£42,000 a year","To develop software solutions in line with UCAS’ Corporate and IT strategy.
Delivery of software solutions primarily using C#, Web API, and Angular.","General information
Reference
000490
Publication start date
23/12/2021
Publication end date
05/01/2022
Post Description
Software Engineer
Vacancy location
Location
South West, Gloucestershire, Rosehill
Vacancy details
Job Profile
Digital Delivery - Technical Teams
Title
Software Engineer
Contract Type
Full Time
About us
About UCAS
UCAS is at the heart of connecting people to higher education.
UCAS is the world’s leading shared admissions service for higher education. We provide application services for UK universities and colleges as well as delivering a wide range of research, consultancy and advisory services to schools, colleges, careers services, professional bodies and employers.
We’re a successful and fast-growing organisation, which helps hundreds of thousands of people every year. We're committed to delivering a first-class service to all of our customers — they're at the heart of everything we do.
Business Unit description
Digital and Data
The Digital and Data business unit defines and delivers the digital products and services used by students, providers, advisers, and commercial partners, as well as the underlying technology platforms that enable these products to be developed in a responsive and agile way.
Through the development and support of our underpinning data platform the business unit ensures that our data is curated and made available for use both by our analytical reporting and our data products and insights teams.
Working in multi-disciplinary teams comprising customer insight, product managers, architects, developers, testers and data scientists, the Digital and Data business unit ensures that UCAS is a customer centric, product-focused digital business, connecting students with their next opportunity.
About the role
Contractual Hours
35.00 - flexible working
About the role
To develop software solutions in line with UCAS’ Corporate and IT strategy. To work with product owners to develop individual services in line with their strategic vision. To develop and maintain a strong working knowledge of existing UCAS applications and systems, to assist UCAS’ core IT partner in their ongoing operation.
Key accountabilities:

Delivery of software solutions primarily using C#, Web API, and Angular.

Report to the Technical Team Lead in an agile/scrum development environment to ensure a continual delivery stream of features.

Provide technical input and innovation, while collaborating with the rest of the scrum team on the development of solutions.

Code and configure solutions in line with our coding standards, using standard tooling such as Visual Studio and ReSharper.

Develop and prototype investigations or spikes to assist in the delivery of features.

Ensure the delivery of high-quality products through techniques such as test-driven development, pair programming, and code review.

Act as a gatekeeper for code repositories, ensuring only high-quality code, developed in line with our standards, is accepted into the production estate.

Contribute to the ongoing improvement of the scrum team through agile retrospective ceremonies.
Skills, qualifications, and experience
Good knowledge of back-end development using C#, WebAPI, and SQL.

Experience of Java development, especially APIs, would be beneficial.

Experience of front-end development using Angular is preferable.

Experience of native mobile development such as React Native would be beneficial.

Good knowledge of software development patterns and practices, including test-driven development and service-orientated architecture.

Experience of working with AWS Cloud Technologies, such as API Gateway, Lambda, CloudFormation, EC2, ElasticBeanstalk, ElasticSearch, IAM, and RDS would be beneficial.

Experience of working with Docker, Terraform or similar technologies would be beneficial.

Experience of Distributed Version Control, such as Git, would be beneficial.

Experience of agile delivery methodology would be useful but not essential.

An understanding of event sourcing would be useful but not essential.

Strong written and verbal communication skills are essential, given the working practices used, such as code review and pair programming.

Good collaboration skills to facilitate the development of high-quality products in line with the product owner’s requirements.

A keen desire, where gaps exist, to learn and engage with technologies in our digital estate.

An all-round high level of interest in IT would allow you to contribute to our lunchtime learning sessions.
Package
Salary - up to £42,000
30(!)days annual leave, (plus 3 concessionary days over Christmas and your bank holidays!)
Flexibility – UCAS positively supports Hybrid working for its employees, meaning you can work between home and the office in a way that suits you and the business and also has a comprehensive Flexible Working Policy
A generous pension scheme
Hundreds of high street discounts and offers with Perkbox
Internal training and development
Subsidised gym and café
Be rewarded for going above and beyond with our ex-gratia bonus scheme and Celebrating U, our quarterly employee recognition scheme
Working Arrangements
Is remote working an option?
Yes"
